speaker,gender,filepath,emotion,intensity,cue_t_type,offset_start,offset_end,transcription
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Jouska(RareAndComplex)_.wav,Jouska(RareAndComplex),low,,0.07,4.19,"If I'd just said what I really felt, with things have turned out differently?"
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Frustration(SocialEmotions)_2.wav,Frustration(SocialEmotions),low,,0.06,3.07,This is getting a little annoying. I wish it was easier.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Mudita(RareAndComplex)_3.wav,Mudita(RareAndComplex),low,,0.04,3.12,I'm so proud of you. This is your moment to shine.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_EnvySecondary_1.wav,EnvySecondary,low,,0.14,5.34,I wish I had what they have. It's hard not to feel that way.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_SurprisePrimary43_1.wav,SurprisePrimary43,low,,0.17,4.91,"Oh, I wasn't expecting that. It's a pleasant surprise."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_AnxietySecondary_1.wav,AnxietySecondary,low,,0.83,6.13,I can't shake this feeling. Something doesn't seem quite right.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Empathy(SocialEmotions)_.wav,Empathy(SocialEmotions),low,,0.11,3.75,I understand where you're coming from. I'm here for you.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Embarassment(SocialEmotions)_.wav,Embarassment(SocialEmotions),low,,0.3,5.66,That was awkward. I hope nobody noticed.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_DeterminationSecondary61_1.wav,DeterminationSecondary61,low,,1.06,5.55,I've decided to see this through. I just need to keep going.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Ubuntu(RareAndComplex)_2.wav,Ubuntu(RareAndComplex),low,,0.03,3.77,I am who I am because of what we are together.
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Carrie_Professionalsympathy_1.wav,Professionalsympathy,low,,0.51,2.66,We're sorry for the circumstances that you're facing.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_NostalgiaSecondary_1.wav,NostalgiaSecondary,low,,0.18,4.21,This brings back some nice memories. It's been a while.
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Carrie_Reliefandreassurance_1.wav,Reliefandreassurance,low,,0.39,1.81,We'll take care of this for you.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Frustration(SocialEmotions)_.wav,Frustration(SocialEmotions),low,,0.18,5.12,"Ugh, this is taking longer than I expected."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_CuriositySecondary34_1.wav,CuriositySecondary34,low,,0.16,3.38,I wonder what's going on. I'd like to find out more.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Relief(SocialEmotions)_2.wav,Relief(SocialEmotions),low,,0.2,4.45,"I'm so glad that's over, I can finally relax."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_ConfidenceSecondary67_1.wav,ConfidenceSecondary67,low,,0.06,4.19,I feel pretty good about this. I think it's gonna work out.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Admiration(SocialEmotions)_.wav,Admiration(SocialEmotions),low,,0.07,3.99,That's impressive. I really respect their hard work.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_PitySecondary99_1.wav,PitySecondary99,low,,1.05,5.89,I feel bad for them. They must be having a hard time.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_MonoNoAware(RareAndComplex)_.wav,MonoNoAware(RareAndComplex),low,,0.19,4.43,"The cherry blossoms fall, reminding me that beauty is fleeting."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_ShameSecondary78_1.wav,ShameSecondary78,low,,0.09,4.63,I feel a little embarrassed. I wish I'd handled that differently.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Fear(SocialEmotions)_.wav,Fear(SocialEmotions),low,,0.04,3.16,I don't know about this. It doesn't feel right.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_SuspicionSecondary_1.wav,SuspicionSecondary,low,,0.0,5.43,"Hmm, something feels off. I'm not entirely convinced."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Trust(SocialEmotions)_.wav,Trust(SocialEmotions),low,,0.05,4.08,I think I can count on them. They've been reliable so far.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_OptimismSecondary_1.wav,OptimismSecondary,low,,1.45,5.7,I think things will get better. It's just a matter of time.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Curiosity(SocialEmotions)_2.wav,Curiosity(SocialEmotions),low,,0.08,4.12,I wonder what's going on. I'd like to find out more.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_TrustSecondary_1.wav,TrustSecondary,low,,0.17,3.86,I think I can count on them. They've been reliable so far.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_FearPrimary_1.wav,FearPrimary,low,,1.29,5.11,"I don't know about this, it doesn't feel right."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Euphoria(SocialEmotions)_.wav,Euphoria(SocialEmotions),low,,0.08,3.9,This feels amazing. It's a great moment.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_FrustrationSecondary50_1.wav,FrustrationSecondary50,low,,0.1,4.58,This is getting a little annoying. I wish it was easier.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_LovePrimary_1.wav,LovePrimary,low,,0.12,4.02,I care about you. You mean so much to me.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Ataraxia(RareAndComplex)_.wav,Ataraxia(RareAndComplex),low,,0.07,6.62,"In this moment, nothing troubles me. The world feels perfectly still."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_CuriostiySecondary55_1.wav,CuriostiySecondary55,low,,0.96,4.5,That's interesting. I'd like to know more about it.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Weltschmerz(RareAndComplex)_.wav,Weltschmerz(RareAndComplex),low,,0.03,4.57,Sometimes the world's flaws weigh heavily on my heart.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Pihentagyu(RareAndComplex)_2.wav,Pihentagyu(RareAndComplex),low,,0.08,3.39,Who knew that my misstep would turn into the highlight of the evening?
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Contentment(SocialEmotions)_.wav,Contentment(SocialEmotions),low,,0.07,2.56,I feel pretty good. It's been a nice day.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_GratitiudeSecondary_1.wav,GratitiudeSecondary,low,,0.18,3.42,Thank you for your help. I really appreciate it.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Fago(RareAndComplex)_.wav,Fago(RareAndComplex),low,,0.11,3.19,I wish I could take away your pain and carry it for you.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Resfeber(RareAndComplex)_3.wav,Resfeber(RareAndComplex),low,,0.08,3.99,I can't believe the trip is finally here so much to look forward to.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Resfeber(RareAndComplex)_.wav,Resfeber(RareAndComplex),low,,0.32,6.24,My heart races as I pack my bags unsure of what lies ahead but unable to stay still.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_HumiliationSecondary_1.wav,HumiliationSecondary,low,,0.87,5.23,I feel a little embarrassed. I wish I had done better.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_LonelinessSecondary58_1.wav,LonelinessSecondary58,low,,0.98,6.98,It's been a while since I connected with someone. I feel a little empty.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_MonoNoAware(RareAndComplex)_2.wav,MonoNoAware(RareAndComplex),low,,0.09,4.5,"The cherry blossoms fall so quickly, but that's what makes them so beautiful."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Nighthawk(RareAndComplex)_.wav,Nighthawk(RareAndComplex),low,,0.22,6.93,"The world was silent, yet my mind was loud. Replaying memories I wished I could rewrite."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Limerence(RareAndComplex)_2.wav,Limerence(RareAndComplex),low,,0.12,5.28,Every thought circles back to you. You've become the center of my world.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_EuphoriaPrimary_1.wav,EuphoriaPrimary,low,,0.97,4.48,This feels amazing. It's a great moment.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_BoredomSecondary_1.wav,BoredomSecondary,low,,0.18,5.14,This isn't very engaging. It's hard to stay focused.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_GuiltSecondary74_1.wav,GuiltSecondary74,low,,0.6,5.66,I feel bad about what I did. I shouldn't have acted that way.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Sehnsucht(RareAndComplex)_3.wav,Sehnsucht(RareAndComplex),low,,0.16,4.43,There's something I'm searching for. Something I can't quite define.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Confidence(SocialEmotions)_3.wav,Confidence(SocialEmotions),low,,0.08,3.81,I think I can handle this. I just need to stay focused.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_CompassionSecondary70_1.wav,CompassionSecondary70,low,,0.9,5.45,I care about you and what you're going through. I'm here for you.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Kaukokaipuu(RareAndComplex)_.wav,Kaukokaipuu(RareAndComplex),low,,0.1,4.67,The site of the open road awakens a yearning for lands I've never seen.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Surprise(SocialEmotions)_.wav,Surprise(SocialEmotions),low,,0.17,4.91,"Oh, I didn't see that coming. That's unexpected."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Meraki(RareAndComplex)_.wav,Meraki(RareAndComplex),low,,0.06,6.6,"Every stitch, every brushstroke is a piece of my soul woven into the fabric of creation."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Joy(SocialEmotions)_.wav,Joy(SocialEmotions),low,,0.07,3.6,This is nice. I'm so glad we got to spend time together today.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Chrysalism(RareAndComplex)_.wav,Chrysalism(RareAndComplex),low,,0.13,7.26,"Listening to the rain outside, I felt an inexplicable sense of peace wash over me."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Chiaroscuro(RareAndComplex)_.wav,Chiaroscuro(RareAndComplex),low,,0.09,6.49,Life is full of both beauty and sorrow. Each makes the other more vivid.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_GuiltSecondary_1.wav,GuiltSecondary,low,,0.23,4.97,I feel bad about what happened. I should have handled it better.
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Carrie_Wistfulreflection_1.wav,Wistfulreflection,low,,0.7,3.24,That brings back some good memories.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_LonelinessSecondary72_1.wav,LonelinessSecondary72,low,,0.72,6.53,"Sometimes I feel a little left out. Like, I'm not really part of the group."
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Carrie_Professionalgratitude_1.wav,Professionalgratitude,low,,0.37,3.31,We appreciate everything you're doing for our community.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Depaysement(RareAndComplex)_2.wav,Depaysement(RareAndComplex),low,,0.11,6.02,The bustling streets of this unfamiliar city makes my senses come alive.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_JealousySecondary_1.wav,JealousySecondary,low,,0.35,5.41,I just wish I had what they have. It's hard not to compare.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_ReliefSecondary19_1.wav,ReliefSecondary19,low,,0.07,4.22,"I'm so glad that's over, I can finally relax."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Opia(RareAndComplex)_.wav,Opia(RareAndComplex),low,,0.0,10.51,for a moment our eyes met and I felt exposed as if they could see everything I was hiding.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_GratitudeSecondary59_1.wav,GratitudeSecondary59,low,,0.17,4.07,Thank you. I really appreciate what you've done for me.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Determination(SocialEmotions)_2.wav,Determination(SocialEmotions),low,,0.09,3.42,"I've decided to see this through, I just need to keep going."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Calmness(SocialEmotions)_.wav,Calmness(SocialEmotions),low,,0.08,4.05,Everything is okay. Just take a deep breath.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Guilt(SocialEmotions)_.wav,Guilt(SocialEmotions),low,,0.18,4.16,I feel bad about what happened I should have handled it better.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Anxiety(SocialEmotions)_2.wav,Anxiety(SocialEmotions),low,,0.1,3.31,I can't shake this feeling. Something doesn't seem quite right.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Julie_Nikhedonia(RareAndComplex)_.wav,Nikhedonia(RareAndComplex),low,,0.04,4.48,I can already see myself crossing the finish line and it feels incredible.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_PrideSecondary52_1.wav,PrideSecondary52,low,,1.1,6.13,I'm quietly pleased with how things turned out. It's satisfying.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_DisdainSecondary_1.wav,DisdainSecondary,low,,1.9,5.98,I don't think much of that. It's not impressive at all.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/low/Natalia_ResentmentSecondary_1.wav,ResentmentSecondary,low,,0.22,4.84,I can't help but to feel a little bitter about how things turned out.
